Age_group,State,Gender,Year,Total
30-44,WEST BENGAL,Male,2008,9981
30-44,WEST BENGAL,Male,2009,10227
30-44,WEST BENGAL,Male,2010,10485
30-44,WEST BENGAL,Male,2011,11376
30-44,WEST BENGAL,Male,2012,3218
45-59,A & N ISLANDS,Female,2001,15
45-59,A & N ISLANDS,Female,2002,18
45-59,A & N ISLANDS,Female,2003,6
45-59,A & N ISLANDS,Female,2004,9
45-59,A & N ISLANDS,Female,2005,30
45-59,A & N ISLANDS,Female,2006,9
45-59,A & N ISLANDS,Female,2007,24
45-59,A & N ISLANDS,Female,2008,15
45-59,A & N ISLANDS,Female,2009,12
45-59,A & N ISLANDS,Female,2010,6
45-59,A & N ISLANDS,Female,2011,18
45-59,A & N ISLANDS,Female,2012,9
45-59,A & N ISLANDS,Male,2001,63
45-59,A & N ISLANDS,Male,2002,63
45-59,A & N ISLANDS,Male,2003,51
45-59,A & N ISLANDS,Male,2004,42
45-59,A & N ISLANDS,Male,2005,75
45-59,A & N ISLANDS,Male,2006,75
45-59,A & N ISLANDS,Male,2007,77
45-59,A & N ISLANDS,Male,2008,63
45-59,A & N ISLANDS,Male,2009,75
45-59,A & N ISLANDS,Male,2010,54
45-59,A & N ISLANDS,Male,2011,60
45-59,A & N ISLANDS,Male,2012,60
45-59,ANDHRA PRADESH,Female,2001,2091
45-59,ANDHRA PRADESH,Female,2002,1716
45-59,ANDHRA PRADESH,Female,2003,1827
45-59,ANDHRA PRADESH,Female,2004,2067
45-59,ANDHRA PRADESH,Female,2005,2199
45-59,ANDHRA PRADESH,Female,2006,1749
45-59,ANDHRA PRADESH,Female,2007,2412
45-59,ANDHRA PRADESH,Female,2008,2214
45-59,ANDHRA PRADESH,Female,2009,2487
45-59,ANDHRA PRADESH,Female,2010,2034
45-59,ANDHRA PRADESH,Female,2011,1989
45-59,ANDHRA PRADESH,Female,2012,2190
45-59,ANDHRA PRADESH,Male,2001,4698
45-59,ANDHRA PRADESH,Male,2002,5805
45-59,ANDHRA PRADESH,Male,2003,5235
45-59,ANDHRA PRADESH,Male,2004,6525
45-59,ANDHRA PRADESH,Male,2005,6468
45-59,ANDHRA PRADESH,Male,2006,6096
45-59,ANDHRA PRADESH,Male,2007,6912
45-59,ANDHRA PRADESH,Male,2008,7431
45-59,ANDHRA PRADESH,Male,2009,7758
45-59,ANDHRA PRADESH,Male,2010,7698
45-59,ANDHRA PRADESH,Male,2011,8130
45-59,ANDHRA PRADESH,Male,2012,7020
45-59,ARUNACHAL PRADESH,Female,2001,3
45-59,ARUNACHAL PRADESH,Female,2002,3
45-59,ARUNACHAL PRADESH,Female,2003,6
45-59,ARUNACHAL PRADESH,Female,2004,0
45-59,ARUNACHAL PRADESH,Female,2005,3
45-59,ARUNACHAL PRADESH,Female,2006,9
45-59,ARUNACHAL PRADESH,Female,2007,5
45-59,ARUNACHAL PRADESH,Female,2008,3
45-59,ARUNACHAL PRADESH,Female,2009,3
45-59,ARUNACHAL PRADESH,Female,2010,6
45-59,ARUNACHAL PRADESH,Female,2011,3
45-59,ARUNACHAL PRADESH,Female,2012,3
45-59,ARUNACHAL PRADESH,Male,2001,33
45-59,ARUNACHAL PRADESH,Male,2002,27
45-59,ARUNACHAL PRADESH,Male,2003,36
45-59,ARUNACHAL PRADESH,Male,2004,18
45-59,ARUNACHAL PRADESH,Male,2005,12
45-59,ARUNACHAL PRADESH,Male,2006,63
45-59,ARUNACHAL PRADESH,Male,2007,30
45-59,ARUNACHAL PRADESH,Male,2008,21
45-59,ARUNACHAL PRADESH,Male,2009,21
45-59,ARUNACHAL PRADESH,Male,2010,18
45-59,ARUNACHAL PRADESH,Male,2011,60
45-59,ARUNACHAL PRADESH,Male,2012,93
45-59,ASSAM,Female,2001,357
45-59,ASSAM,Female,2002,324
45-59,ASSAM,Female,2003,303
45-59,ASSAM,Female,2004,347
45-59,ASSAM,Female,2005,348
45-59,ASSAM,Female,2006,321
45-59,ASSAM,Female,2007,351
45-59,ASSAM,Female,2008,360
45-59,ASSAM,Female,2009,540
45-59,ASSAM,Female,2010,366
45-59,ASSAM,Female,2011,378
45-59,ASSAM,Female,2012,489
45-59,ASSAM,Male,2001,1254
45-59,ASSAM,Male,2002,1143
45-59,ASSAM,Male,2003,969
45-59,ASSAM,Male,2004,1131
45-59,ASSAM,Male,2005,1224
45-59,ASSAM,Male,2006,1155
45-59,ASSAM,Male,2007,1521
45-59,ASSAM,Male,2008,1194
45-59,ASSAM,Male,2009,1275
45-59,ASSAM,Male,2010,1326
45-59,ASSAM,Male,2011,1224
45-59,ASSAM,Male,2012,1881
45-59,BIHAR,Female,2001,81
45-59,BIHAR,Female,2002,105
45-59,BIHAR,Female,2003,32
45-59,BIHAR,Female,2004,42
45-59,BIHAR,Female,2005,69
45-59,BIHAR,Female,2006,114
45-59,BIHAR,Female,2007,153
45-59,BIHAR,Female,2008,120
45-59,BIHAR,Female,2009,123
45-59,BIHAR,Female,2010,159
45-59,BIHAR,Female,2011,57
45-59,BIHAR,Female,2012,87
45-59,BIHAR,Male,2001,93
45-59,BIHAR,Male,2002,204
45-59,BIHAR,Male,2003,153
45-59,BIHAR,Male,2004,90
45-59,BIHAR,Male,2005,210
45-59,BIHAR,Male,2006,105
45-59,BIHAR,Male,2007,345
45-59,BIHAR,Male,2008,291
45-59,BIHAR,Male,2009,225
45-59,BIHAR,Male,2010,408
45-59,BIHAR,Male,2011,264
45-59,BIHAR,Male,2012,189
45-59,CHANDIGARH,Female,2001,6
45-59,CHANDIGARH,Female,2002,3
45-59,CHANDIGARH,Female,2003,6
45-59,CHANDIGARH,Female,2004,6
45-59,CHANDIGARH,Female,2005,12
45-59,CHANDIGARH,Female,2006,3
45-59,CHANDIGARH,Female,2007,3
45-59,CHANDIGARH,Female,2008,6
45-59,CHANDIGARH,Female,2009,3
45-59,CHANDIGARH,Female,2010,6
45-59,CHANDIGARH,Female,2011,9
45-59,CHANDIGARH,Female,2012,0
45-59,CHANDIGARH,Male,2001,6
45-59,CHANDIGARH,Male,2002,9
45-59,CHANDIGARH,Male,2003,24
45-59,CHANDIGARH,Male,2004,21
45-59,CHANDIGARH,Male,2005,30
45-59,CHANDIGARH,Male,2006,9
45-59,CHANDIGARH,Male,2007,24
45-59,CHANDIGARH,Male,2008,48
45-59,CHANDIGARH,Male,2009,24
45-59,CHANDIGARH,Male,2010,12
45-59,CHANDIGARH,Male,2011,39
45-59,CHANDIGARH,Male,2012,24
45-59,CHHATTISGARH,Female,2001,579
45-59,CHHATTISGARH,Female,2002,546
45-59,CHHATTISGARH,Female,2003,483
45-59,CHHATTISGARH,Female,2004,675
45-59,CHHATTISGARH,Female,2005,627
45-59,CHHATTISGARH,Female,2006,564
45-59,CHHATTISGARH,Female,2007,696
45-59,CHHATTISGARH,Female,2008,654
45-59,CHHATTISGARH,Female,2009,873
45-59,CHHATTISGARH,Female,2010,829
45-59,CHHATTISGARH,Female,2011,1128
45-59,CHHATTISGARH,Female,2012,696
45-59,CHHATTISGARH,Male,2001,1689
45-59,CHHATTISGARH,Male,2002,1818
45-59,CHHATTISGARH,Male,2003,1662
45-59,CHHATTISGARH,Male,2004,2121
45-59,CHHATTISGARH,Male,2005,2028
45-59,CHHATTISGARH,Male,2006,1770
45-59,CHHATTISGARH,Male,2007,2064
45-59,CHHATTISGARH,Male,2008,2055
45-59,CHHATTISGARH,Male,2009,2811
45-59,CHHATTISGARH,Male,2010,3306
45-59,CHHATTISGARH,Male,2011,3243
45-59,CHHATTISGARH,Male,2012,2757
45-59,D & N HAVELI,Female,2001,3
45-59,D & N HAVELI,Female,2002,6
45-59,D & N HAVELI,Female,2003,27
45-59,D & N HAVELI,Female,2004,3
45-59,D & N HAVELI,Female,2005,21
45-59,D & N HAVELI,Female,2006,6
45-59,D & N HAVELI,Female,2007,12
45-59,D & N HAVELI,Female,2008,18
45-59,D & N HAVELI,Female,2009,3
45-59,D & N HAVELI,Female,2010,12
45-59,D & N HAVELI,Female,2011,9
45-59,D & N HAVELI,Female,2012,6
45-59,D & N HAVELI,Male,2001,21
45-59,D & N HAVELI,Male,2002,27
45-59,D & N HAVELI,Male,2003,21
45-59,D & N HAVELI,Male,2004,12
45-59,D & N HAVELI,Male,2005,18
45-59,D & N HAVELI,Male,2006,9
45-59,D & N HAVELI,Male,2007,21
45-59,D & N HAVELI,Male,2008,24
45-59,D & N HAVELI,Male,2009,24
45-59,D & N HAVELI,Male,2010,18
45-59,D & N HAVELI,Male,2011,27
45-59,D & N HAVELI,Male,2012,15
45-59,DAMAN & DIU,Female,2001,0
45-59,DAMAN & DIU,Female,2002,0
45-59,DAMAN & DIU,Female,2003,3
45-59,DAMAN & DIU,Female,2004,0
45-59,DAMAN & DIU,Female,2005,0
45-59,DAMAN & DIU,Female,2006,0
45-59,DAMAN & DIU,Female,2007,0
45-59,DAMAN & DIU,Female,2008,3
45-59,DAMAN & DIU,Female,2009,3
45-59,DAMAN & DIU,Female,2010,0
45-59,DAMAN & DIU,Female,2011,3
45-59,DAMAN & DIU,Female,2012,0
45-59,DAMAN & DIU,Male,2001,0
45-59,DAMAN & DIU,Male,2002,3
45-59,DAMAN & DIU,Male,2003,5
45-59,DAMAN & DIU,Male,2004,3
45-59,DAMAN & DIU,Male,2005,30
45-59,DAMAN & DIU,Male,2006,3
45-59,DAMAN & DIU,Male,2007,6
45-59,DAMAN & DIU,Male,2008,18
45-59,DAMAN & DIU,Male,2009,9
45-59,DAMAN & DIU,Male,2010,6
45-59,DAMAN & DIU,Male,2011,12
45-59,DAMAN & DIU,Male,2012,18
45-59,DELHI (UT),Female,2001,93
45-59,DELHI (UT),Female,2002,69
45-59,DELHI (UT),Female,2003,123
45-59,DELHI (UT),Female,2004,70
45-59,DELHI (UT),Female,2005,77
45-59,DELHI (UT),Female,2006,82
45-59,DELHI (UT),Female,2007,54
45-59,DELHI (UT),Female,2008,75
45-59,DELHI (UT),Female,2009,99
45-59,DELHI (UT),Female,2010,107
45-59,DELHI (UT),Female,2011,114
45-59,DELHI (UT),Female,2012,123
45-59,DELHI (UT),Male,2001,345
45-59,DELHI (UT),Male,2002,279
45-59,DELHI (UT),Male,2003,270
45-59,DELHI (UT),Male,2004,360
45-59,DELHI (UT),Male,2005,333
45-59,DELHI (UT),Male,2006,417
45-59,DELHI (UT),Male,2007,345
45-59,DELHI (UT),Male,2008,291
45-59,DELHI (UT),Male,2009,324
45-59,DELHI (UT),Male,2010,390
45-59,DELHI (UT),Male,2011,381
45-59,DELHI (UT),Male,2012,411
45-59,GOA,Female,2001,18
45-59,GOA,Female,2002,27
45-59,GOA,Female,2003,33
45-59,GOA,Female,2004,42
45-59,GOA,Female,2005,45
45-59,GOA,Female,2006,39
45-59,GOA,Female,2007,42
45-59,GOA,Female,2008,30
45-59,GOA,Female,2009,42
45-59,GOA,Female,2010,27
45-59,GOA,Female,2011,27
45-59,GOA,Female,2012,27
45-59,GOA,Male,2001,105
45-59,GOA,Male,2002,138
45-59,GOA,Male,2003,126
45-59,GOA,Male,2004,132
45-59,GOA,Male,2005,120
45-59,GOA,Male,2006,120
45-59,GOA,Male,2007,108
45-59,GOA,Male,2008,87
45-59,GOA,Male,2009,132
45-59,GOA,Male,2010,189
45-59,GOA,Male,2011,117
45-59,GOA,Male,2012,132
45-59,GUJARAT,Female,2001,771
45-59,GUJARAT,Female,2002,774
45-59,GUJARAT,Female,2003,780
45-59,GUJARAT,Female,2004,771
45-59,GUJARAT,Female,2005,777
45-59,GUJARAT,Female,2006,894
45-59,GUJARAT,Female,2007,933
45-59,GUJARAT,Female,2008,1041
45-59,GUJARAT,Female,2009,1044
45-59,GUJARAT,Female,2010,1101
45-59,GUJARAT,Female,2011,1197
45-59,GUJARAT,Female,2012,1347
45-59,GUJARAT,Male,2001,1356
45-59,GUJARAT,Male,2002,1554
45-59,GUJARAT,Male,2003,1569
45-59,GUJARAT,Male,2004,1833
45-59,GUJARAT,Male,2005,1869
45-59,GUJARAT,Male,2006,2082
45-59,GUJARAT,Male,2007,2019
45-59,GUJARAT,Male,2008,2361
45-59,GUJARAT,Male,2009,2211
45-59,GUJARAT,Male,2010,2274
45-59,GUJARAT,Male,2011,2400
45-59,GUJARAT,Male,2012,2646
45-59,HARYANA,Female,2001,168
45-59,HARYANA,Female,2002,159
45-59,HARYANA,Female,2003,198
45-59,HARYANA,Female,2004,216
45-59,HARYANA,Female,2005,228
45-59,HARYANA,Female,2006,213
45-59,HARYANA,Female,2007,195
45-59,HARYANA,Female,2008,255
45-59,HARYANA,Female,2009,285
45-59,HARYANA,Female,2010,327
45-59,HARYANA,Female,2011,321
45-59,HARYANA,Female,2012,309
45-59,HARYANA,Male,2001,708
45-59,HARYANA,Male,2002,888
45-59,HARYANA,Male,2003,894
45-59,HARYANA,Male,2004,765
45-59,HARYANA,Male,2005,822
45-59,HARYANA,Male,2006,1014
45-59,HARYANA,Male,2007,1020
45-59,HARYANA,Male,2008,966
45-59,HARYANA,Male,2009,1014
45-59,HARYANA,Male,2010,1365
45-59,HARYANA,Male,2011,1323
45-59,HARYANA,Male,2012,1191
45-59,HIMACHAL PRADESH,Female,2001,42
45-59,HIMACHAL PRADESH,Female,2002,24
45-59,HIMACHAL PRADESH,Female,2003,63
45-59,HIMACHAL PRADESH,Female,2004,42
45-59,HIMACHAL PRADESH,Female,2005,39
45-59,HIMACHAL PRADESH,Female,2006,111
45-59,HIMACHAL PRADESH,Female,2007,33
45-59,HIMACHAL PRADESH,Female,2008,73
45-59,HIMACHAL PRADESH,Female,2009,78
45-59,HIMACHAL PRADESH,Female,2010,93
45-59,HIMACHAL PRADESH,Female,2011,90
45-59,HIMACHAL PRADESH,Female,2012,74
45-59,HIMACHAL PRADESH,Male,2001,147
45-59,HIMACHAL PRADESH,Male,2002,87
45-59,HIMACHAL PRADESH,Male,2003,189
45-59,HIMACHAL PRADESH,Male,2004,162
45-59,HIMACHAL PRADESH,Male,2005,126
45-59,HIMACHAL PRADESH,Male,2006,195
45-59,HIMACHAL PRADESH,Male,2007,114
45-59,HIMACHAL PRADESH,Male,2008,348
45-59,HIMACHAL PRADESH,Male,2009,216
45-59,HIMACHAL PRADESH,Male,2010,219
45-59,HIMACHAL PRADESH,Male,2011,138
45-59,HIMACHAL PRADESH,Male,2012,216
45-59,JAMMU & KASHMIR,Female,2001,15
45-59,JAMMU & KASHMIR,Female,2002,18
45-59,JAMMU & KASHMIR,Female,2003,9
45-59,JAMMU & KASHMIR,Female,2004,9
45-59,JAMMU & KASHMIR,Female,2005,3
45-59,JAMMU & KASHMIR,Female,2006,27
45-59,JAMMU & KASHMIR,Female,2007,12
45-59,JAMMU & KASHMIR,Female,2008,3
45-59,JAMMU & KASHMIR,Female,2009,30
45-59,JAMMU & KASHMIR,Female,2010,24
45-59,JAMMU & KASHMIR,Female,2011,33
45-59,JAMMU & KASHMIR,Female,2012,57
45-59,JAMMU & KASHMIR,Male,2001,54
45-59,JAMMU & KASHMIR,Male,2002,42
45-59,JAMMU & KASHMIR,Male,2003,27
45-59,JAMMU & KASHMIR,Male,2004,24
45-59,JAMMU & KASHMIR,Male,2005,51
45-59,JAMMU & KASHMIR,Male,2006,75
45-59,JAMMU & KASHMIR,Male,2007,69
45-59,JAMMU & KASHMIR,Male,2008,123
45-59,JAMMU & KASHMIR,Male,2009,102
45-59,JAMMU & KASHMIR,Male,2010,78
45-59,JAMMU & KASHMIR,Male,2011,117
45-59,JAMMU & KASHMIR,Male,2012,120
45-59,JHARKHAND,Female,2001,69
45-59,JHARKHAND,Female,2002,84
45-59,JHARKHAND,Female,2003,84
45-59,JHARKHAND,Female,2004,135
45-59,JHARKHAND,Female,2005,84
45-59,JHARKHAND,Female,2006,114
45-59,JHARKHAND,Female,2007,162
45-59,JHARKHAND,Female,2008,150
45-59,JHARKHAND,Female,2009,192
45-59,JHARKHAND,Female,2010,240
45-59,JHARKHAND,Female,2011,132
45-59,JHARKHAND,Female,2012,210
45-59,JHARKHAND,Male,2001,78
45-59,JHARKHAND,Male,2002,108
45-59,JHARKHAND,Male,2003,108
45-59,JHARKHAND,Male,2004,183
45-59,JHARKHAND,Male,2005,399
45-59,JHARKHAND,Male,2006,285
45-59,JHARKHAND,Male,2007,591
45-59,JHARKHAND,Male,2008,402
45-59,JHARKHAND,Male,2009,606
45-59,JHARKHAND,Male,2010,516
45-59,JHARKHAND,Male,2011,537
45-59,JHARKHAND,Male,2012,594
45-59,KARNATAKA,Female,2001,1878
45-59,KARNATAKA,Female,2002,1704
45-59,KARNATAKA,Female,2003,1833
45-59,KARNATAKA,Female,2004,1791
45-59,KARNATAKA,Female,2005,1953
45-59,KARNATAKA,Female,2006,2070
45-59,KARNATAKA,Female,2007,2259
45-59,KARNATAKA,Female,2008,2070
45-59,KARNATAKA,Female,2009,2685
45-59,KARNATAKA,Female,2010,2505
45-59,KARNATAKA,Female,2011,2625
45-59,KARNATAKA,Female,2012,2268
45-59,KARNATAKA,Male,2001,5508
45-59,KARNATAKA,Male,2002,5496
45-59,KARNATAKA,Male,2003,6006
45-59,KARNATAKA,Male,2004,5586
45-59,KARNATAKA,Male,2005,5856
45-59,KARNATAKA,Male,2006,6075
45-59,KARNATAKA,Male,2007,7257
45-59,KARNATAKA,Male,2008,6909
45-59,KARNATAKA,Male,2009,6993
45-59,KARNATAKA,Male,2010,7164
45-59,KARNATAKA,Male,2011,6297
45-59,KARNATAKA,Male,2012,6720
45-59,KERALA,Female,2001,1998
45-59,KERALA,Female,2002,1875
45-59,KERALA,Female,2003,1632
45-59,KERALA,Female,2004,1608
45-59,KERALA,Female,2005,1728
45-59,KERALA,Female,2006,1806
45-59,KERALA,Female,2007,1941
45-59,KERALA,Female,2008,1911
45-59,KERALA,Female,2009,1899
45-59,KERALA,Female,2010,1632
45-59,KERALA,Female,2011,1635
45-59,KERALA,Female,2012,1668
45-59,KERALA,Male,2001,6720
45-59,KERALA,Male,2002,6531
45-59,KERALA,Male,2003,6648
45-59,KERALA,Male,2004,6330
45-59,KERALA,Male,2005,6621
45-59,KERALA,Male,2006,6597
45-59,KERALA,Male,2007,6819
45-59,KERALA,Male,2008,6003
45-59,KERALA,Male,2009,6126
45-59,KERALA,Male,2010,6513
45-59,KERALA,Male,2011,5895
45-59,KERALA,Male,2012,6705
45-59,LAKSHADWEEP,Female,2001,0
45-59,LAKSHADWEEP,Female,2002,0
45-59,LAKSHADWEEP,Female,2003,0
45-59,LAKSHADWEEP,Female,2004,0
45-59,LAKSHADWEEP,Female,2005,0
45-59,LAKSHADWEEP,Female,2006,0
45-59,LAKSHADWEEP,Female,2007,6
45-59,LAKSHADWEEP,Female,2008,0
45-59,LAKSHADWEEP,Female,2009,0
45-59,LAKSHADWEEP,Female,2010,0
45-59,LAKSHADWEEP,Female,2011,0
45-59,LAKSHADWEEP,Female,2012,0
45-59,LAKSHADWEEP,Male,2001,0
45-59,LAKSHADWEEP,Male,2002,0
45-59,LAKSHADWEEP,Male,2003,0
45-59,LAKSHADWEEP,Male,2004,0
45-59,LAKSHADWEEP,Male,2005,0
45-59,LAKSHADWEEP,Male,2006,0
45-59,LAKSHADWEEP,Male,2007,0
45-59,LAKSHADWEEP,Male,2008,0
45-59,LAKSHADWEEP,Male,2009,0
45-59,LAKSHADWEEP,Male,2010,0
45-59,LAKSHADWEEP,Male,2011,0
45-59,LAKSHADWEEP,Male,2012,0
45-59,MADHYA PRADESH,Female,2001,954
45-59,MADHYA PRADESH,Female,2002,1026
45-59,MADHYA PRADESH,Female,2003,813
45-59,MADHYA PRADESH,Female,2004,963
45-59,MADHYA PRADESH,Female,2005,636
45-59,MADHYA PRADESH,Female,2006,855
45-59,MADHYA PRADESH,Female,2007,687
45-59,MADHYA PRADESH,Female,2008,915
45-59,MADHYA PRADESH,Female,2009,1128
45-59,MADHYA PRADESH,Female,2010,1176
45-59,MADHYA PRADESH,Female,2011,1287
45-59,MADHYA PRADESH,Female,2012,1458
45-59,MADHYA PRADESH,Male,2001,1710
45-59,MADHYA PRADESH,Male,2002,1899
45-59,MADHYA PRADESH,Male,2003,1698
45-59,MADHYA PRADESH,Male,2004,1785
45-59,MADHYA PRADESH,Male,2005,1416
45-59,MADHYA PRADESH,Male,2006,2142
45-59,MADHYA PRADESH,Male,2007,2028
45-59,MADHYA PRADESH,Male,2008,2445
45-59,MADHYA PRADESH,Male,2009,3264
45-59,MADHYA PRADESH,Male,2010,2970
45-59,MADHYA PRADESH,Male,2011,2748
45-59,MADHYA PRADESH,Male,2012,3444
45-59,MAHARASHTRA,Female,2001,1851
45-59,MAHARASHTRA,Female,2002,1614
45-59,MAHARASHTRA,Female,2003,1683
45-59,MAHARASHTRA,Female,2004,1608
45-59,MAHARASHTRA,Female,2005,1647
45-59,MAHARASHTRA,Female,2006,1575
45-59,MAHARASHTRA,Female,2007,1545
45-59,MAHARASHTRA,Female,2008,1374
45-59,MAHARASHTRA,Female,2009,1509
45-59,MAHARASHTRA,Female,2010,1572
45-59,MAHARASHTRA,Female,2011,1602
45-59,MAHARASHTRA,Female,2012,1722
45-59,MAHARASHTRA,Male,2001,5814
45-59,MAHARASHTRA,Male,2002,5598
45-59,MAHARASHTRA,Male,2003,6318
45-59,MAHARASHTRA,Male,2004,6414
45-59,MAHARASHTRA,Male,2005,6303
45-59,MAHARASHTRA,Male,2006,6978
45-59,MAHARASHTRA,Male,2007,7275
45-59,MAHARASHTRA,Male,2008,6741
45-59,MAHARASHTRA,Male,2009,6570
45-59,MAHARASHTRA,Male,2010,7089
45-59,MAHARASHTRA,Male,2011,7047
45-59,MAHARASHTRA,Male,2012,8037
45-59,MANIPUR,Female,2001,3
45-59,MANIPUR,Female,2002,3
45-59,MANIPUR,Female,2003,0
45-59,MANIPUR,Female,2004,0
45-59,MANIPUR,Female,2005,0
45-59,MANIPUR,Female,2006,0
45-59,MANIPUR,Female,2007,3
45-59,MANIPUR,Female,2008,3
45-59,MANIPUR,Female,2009,0
45-59,MANIPUR,Female,2010,3
45-59,MANIPUR,Female,2011,3
45-59,MANIPUR,Female,2012,3
45-59,MANIPUR,Male,2001,15
45-59,MANIPUR,Male,2002,27
45-59,MANIPUR,Male,2003,9
45-59,MANIPUR,Male,2004,9
45-59,MANIPUR,Male,2005,3
45-59,MANIPUR,Male,2006,15
45-59,MANIPUR,Male,2007,9
45-59,MANIPUR,Male,2008,0
45-59,MANIPUR,Male,2009,3
45-59,MANIPUR,Male,2010,12
45-59,MANIPUR,Male,2011,9
45-59,MANIPUR,Male,2012,0
45-59,MEGHALAYA,Female,2001,9
45-59,MEGHALAYA,Female,2002,6
45-59,MEGHALAYA,Female,2003,0
45-59,MEGHALAYA,Female,2004,0
45-59,MEGHALAYA,Female,2005,6
45-59,MEGHALAYA,Female,2006,0
45-59,MEGHALAYA,Female,2007,0
45-59,MEGHALAYA,Female,2008,6
45-59,MEGHALAYA,Female,2009,51
45-59,MEGHALAYA,Female,2010,6
45-59,MEGHALAYA,Female,2011,15
45-59,MEGHALAYA,Female,2012,6
45-59,MEGHALAYA,Male,2001,15
45-59,MEGHALAYA,Male,2002,36
45-59,MEGHALAYA,Male,2003,21
45-59,MEGHALAYA,Male,2004,24
45-59,MEGHALAYA,Male,2005,30
45-59,MEGHALAYA,Male,2006,14
45-59,MEGHALAYA,Male,2007,21
45-59,MEGHALAYA,Male,2008,30
45-59,MEGHALAYA,Male,2009,81
45-59,MEGHALAYA,Male,2010,38
45-59,MEGHALAYA,Male,2011,39
45-59,MEGHALAYA,Male,2012,48
45-59,MIZORAM,Female,2001,6
45-59,MIZORAM,Female,2002,9
45-59,MIZORAM,Female,2003,3
45-59,MIZORAM,Female,2004,0
45-59,MIZORAM,Female,2005,3
45-59,MIZORAM,Female,2006,9
45-59,MIZORAM,Female,2007,6
45-59,MIZORAM,Female,2008,3
45-59,MIZORAM,Female,2009,6
45-59,MIZORAM,Female,2010,0
45-59,MIZORAM,Female,2011,6
45-59,MIZORAM,Female,2012,12
45-59,MIZORAM,Male,2001,15
45-59,MIZORAM,Male,2002,24
45-59,MIZORAM,Male,2003,18
45-59,MIZORAM,Male,2004,21
45-59,MIZORAM,Male,2005,12
45-59,MIZORAM,Male,2006,9
45-59,MIZORAM,Male,2007,6
45-59,MIZORAM,Male,2008,21
45-59,MIZORAM,Male,2009,12
45-59,MIZORAM,Male,2010,18
45-59,MIZORAM,Male,2011,21
45-59,MIZORAM,Male,2012,45
45-59,NAGALAND,Female,2001,9
45-59,NAGALAND,Female,2002,0
45-59,NAGALAND,Female,2003,0
45-59,NAGALAND,Female,2004,0
45-59,NAGALAND,Female,2005,0
45-59,NAGALAND,Female,2006,3
45-59,NAGALAND,Female,2007,0
45-59,NAGALAND,Female,2008,0
45-59,NAGALAND,Female,2009,0
45-59,NAGALAND,Female,2010,0
45-59,NAGALAND,Female,2011,0
45-59,NAGALAND,Female,2012,0
45-59,NAGALAND,Male,2001,6
45-59,NAGALAND,Male,2002,3
45-59,NAGALAND,Male,2003,0
45-59,NAGALAND,Male,2004,6
45-59,NAGALAND,Male,2005,12
45-59,NAGALAND,Male,2006,9
45-59,NAGALAND,Male,2007,15
45-59,NAGALAND,Male,2008,30
45-59,NAGALAND,Male,2009,11
45-59,NAGALAND,Male,2010,3
45-59,NAGALAND,Male,2011,24
45-59,NAGALAND,Male,2012,15
45-59,ODISHA,Female,2001,780
45-59,ODISHA,Female,2002,798
45-59,ODISHA,Female,2003,843
45-59,ODISHA,Female,2004,681
45-59,ODISHA,Female,2005,789
45-59,ODISHA,Female,2006,741
45-59,ODISHA,Female,2007,729
45-59,ODISHA,Female,2008,777
45-59,ODISHA,Female,2009,795
45-59,ODISHA,Female,2010,822
45-59,ODISHA,Female,2011,1068
45-59,ODISHA,Female,2012,987
45-59,ODISHA,Male,2001,1476
45-59,ODISHA,Male,2002,1842
45-59,ODISHA,Male,2003,1983
45-59,ODISHA,Male,2004,1848
45-59,ODISHA,Male,2005,1854
45-59,ODISHA,Male,2006,1479
45-59,ODISHA,Male,2007,1623
45-59,ODISHA,Male,2008,2139
45-59,ODISHA,Male,2009,1584
45-59,ODISHA,Male,2010,1599
45-59,ODISHA,Male,2011,1941
45-59,ODISHA,Male,2012,2037
45-59,PUDUCHERRY,Female,2001,66
45-59,PUDUCHERRY,Female,2002,69
45-59,PUDUCHERRY,Female,2003,54
45-59,PUDUCHERRY,Female,2004,60
45-59,PUDUCHERRY,Female,2005,57
45-59,PUDUCHERRY,Female,2006,45
45-59,PUDUCHERRY,Female,2007,24
45-59,PUDUCHERRY,Female,2008,27
45-59,PUDUCHERRY,Female,2009,81
45-59,PUDUCHERRY,Female,2010,36
45-59,PUDUCHERRY,Female,2011,51
45-59,PUDUCHERRY,Female,2012,60
45-59,PUDUCHERRY,Male,2001,252
45-59,PUDUCHERRY,Male,2002,327
45-59,PUDUCHERRY,Male,2003,264
45-59,PUDUCHERRY,Male,2004,306
45-59,PUDUCHERRY,Male,2005,315
45-59,PUDUCHERRY,Male,2006,279
45-59,PUDUCHERRY,Male,2007,264
45-59,PUDUCHERRY,Male,2008,282
45-59,PUDUCHERRY,Male,2009,309
45-59,PUDUCHERRY,Male,2010,285
45-59,PUDUCHERRY,Male,2011,366
45-59,PUDUCHERRY,Male,2012,309
45-59,PUNJAB,Female,2001,57
45-59,PUNJAB,Female,2002,18
45-59,PUNJAB,Female,2003,30
45-59,PUNJAB,Female,2004,39
45-59,PUNJAB,Female,2005,60
45-59,PUNJAB,Female,2006,48
45-59,PUNJAB,Female,2007,51
45-59,PUNJAB,Female,2008,54
45-59,PUNJAB,Female,2009,72
45-59,PUNJAB,Female,2010,63
45-59,PUNJAB,Female,2011,45
45-59,PUNJAB,Female,2012,63
45-59,PUNJAB,Male,2001,405
